line_id,investor_id,date,type,deal_id,amount,currency,reference_id
LN00312,INV019,2025-09-25,Structuring Fee,DEAL003,-9520.0,USD,FEE0226
LN00313,INV019,2026-01-15,Management Fee,DEAL001,-590.0,USD,FEE0040
LN00314,INV019,2026-01-15,Management Fee,DEAL003,-4760.0,USD,FEE0227
LN00315,INV019,2026-01-15,Management Fee,DEAL006,-1480.0,USD,FEE0490
LN00316,INV019,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0491
LN00317,INV019,2026-01-15,Management Fee,DEAL013,-620.0,USD,FEE0868
LN00318,INV019,2026-01-15,Admin Fee,DEAL013,-450.0,USD,FEE0869
LN00319,INV019,2026-01-15,Management Fee,DEAL017,-780.0,GBP,FEE1163
LN00320,INV019,2026-01-15,Admin Fee,DEAL017,-450.0,USD,FEE1164
LN00321,INV019,2026-01-15,Admin Fee,DEAL020,-450.0,USD,FEE1336
LN00322,INV020,2021-09-01,Capital Contribution,DEAL005,-39000.0,USD,CALL0214
LN00323,INV020,2021-09-01,Structuring Fee,DEAL005,-1950.0,USD,FEE0381
LN00324,INV020,2022-03-15,Capital Contribution,DEAL001,-86000.0,USD,CALL0005
LN00325,INV020,2022-03-15,Structuring Fee,DEAL001,-2580.0,USD,FEE0012
LN00326,INV020,2022-08-30,Capital Contribution,DEAL013,-141000.0,USD,CALL0432
LN00327,INV020,2022-08-30,Structuring Fee,DEAL013,-5640.0,USD,FEE0919
LN00328,INV020,2023-11-20,Capital Contribution,DEAL002,-15000.0,USD,CALL0050
LN00329,INV020,2023-11-20,Structuring Fee,DEAL002,-600.0,USD,FEE0132
LN00330,INV020,2024-06-12,Capital Contribution,DEAL006,-23000.0,USD,CALL0265
LN00331,INV020,2024-06-12,Structuring Fee,DEAL006,-920.0,USD,FEE0520
LN00332,INV020,2025-09-25,Capital Contribution,DEAL003,-16200.0,USD,CALL0143
LN00333,INV020,2025-09-25,Structuring Fee,DEAL003,-1080.0,USD,FEE0250
LN00334,INV020,2026-01-15,Management Fee,DEAL003,-540.0,USD,FEE0251
LN00335,INV020,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0252
LN00336,INV020,2026-01-15,Management Fee,DEAL005,-780.0,USD,FEE0382
LN00337,INV020,2026-01-15,Management Fee,DEAL006,-460.0,USD,FEE0521
LN00338,INV020,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0522
LN00339,INV024,2023-07-22,Capital Contribution,DEAL010,-43000.0,GBP,CALL0349
LN00340,INV024,2023-07-22,Structuring Fee,DEAL010,-1720.0,GBP,FEE0693
LN00341,INV024,2026-01-15,Management Fee,DEAL010,-860.0,GBP,FEE0694
LN00342,INV024,2026-01-15,Admin Fee,DEAL010,-450.0,USD,FEE0695
LN00343,INV025,2025-09-25,Capital Contribution,DEAL003,-25800.0,USD,CALL0177
LN00344,INV025,2025-09-25,Structuring Fee,DEAL003,-1720.0,USD,FEE0297
LN00345,INV025,2026-01-15,Management Fee,DEAL003,-860.0,USD,FEE0298
LN00346,INV025,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0299
LN00347,INV026,2022-08-30,Capital Contribution,DEAL013,-22000.0,USD,CALL0414
LN00348,INV026,2022-08-30,Structuring Fee,DEAL013,-880.0,USD,FEE0872
LN00349,INV026,2022-12-05,Capital Contribution,DEAL020,-52000.0,USD,CALL0642
LN00350,INV026,2022-12-05,Structuring Fee,DEAL020,-2080.0,USD,FEE1368
LN00351,INV026,2024-01-22,Capital Contribution,DEAL018,-11000.0,EUR,CALL0576
LN00352,INV026,2024-01-22,Structuring Fee,DEAL018,-440.0,EUR,FEE1201
LN00353,INV026,2024-09-10,Capital Contribution,DEAL014,-74000.0,USD,CALL0474
LN00354,INV026,2024-09-10,Structuring Fee,DEAL014,-5920.0,USD,FEE0983
LN00355,INV026,2025-01-10,Secondary Sale,DEAL020,34164.0,USD,DIST0031
LN00356,INV026,2025-09-25,Capital Contribution,DEAL003,-28200.0,USD,CALL0111
LN00357,INV027,2024-01-22,Capital Contribution,DEAL018,-103000.0,EUR,CALL0607
LN00358,INV027,2024-01-22,Structuring Fee,DEAL018,-4120.0,EUR,FEE1273
LN00359,INV028,2021-09-01,Capital Contribution,DEAL005,-46000.0,USD,CALL0225
LN00360,INV028,2021-09-01,Structuring Fee,DEAL005,-2300.0,USD,FEE0407
LN00361,INV028,2024-06-12,Capital Contribution,DEAL006,-114000.0,USD,CALL0278
LN00362,INV028,2024-06-12,Structuring Fee,DEAL006,-4560.0,USD,FEE0552
LN00363,INV029,2024-01-22,Capital Contribution,DEAL018,-77000.0,EUR,CALL0599
LN00364,INV029,2024-01-22,Structuring Fee,DEAL018,-3080.0,EUR,FEE1253
LN00365,INV029,2024-11-18,Capital Contribution,DEAL021,-50000.0,USD,CALL0653
LN00366,INV029,2024-11-18,Structuring Fee,DEAL021,-2500.0,USD,FEE1394
LN00367,INV030,2024-09-10,Capital Contribution,DEAL014,-32500.0,USD,CALL0472
LN00368,INV030,2024-09-10,Structuring Fee,DEAL014,-2600.0,USD,FEE0980
LN00369,INV031,2022-03-15,Capital Contribution,DEAL001,-20000.0,USD,CALL0021
LN00370,INV031,2022-03-15,Structuring Fee,DEAL001,-800.0,USD,FEE0047
LN00371,INV031,2023-04-14,Capital Contribution,DEAL011,-48000.0,EUR,CALL0390
LN00372,INV031,2023-04-14,Structuring Fee,DEAL011,-1440.0,EUR,FEE0806
LN00373,INV031,2024-06-12,Capital Contribution,DEAL006,-33000.0,USD,CALL0242
LN00374,INV031,2024-06-12,Structuring Fee,DEAL006,-1320.0,USD,FEE0453
LN00375,INV031,2025-09-25,Capital Contribution,DEAL003,-42000.0,USD,CALL0093
LN00376,INV031,2025-09-25,Structuring Fee,DEAL003,-2800.0,USD,FEE0188
LN00377,INV031,2026-01-15,Management Fee,DEAL006,-660.0,USD,FEE0454
LN00378,INV031,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0455
LN00379,INV032,2021-11-05,Capital Contribution,DEAL007,-81000.0,EUR,CALL0299
LN00380,INV032,2021-11-05,Structuring Fee,DEAL007,-4050.0,EUR,FEE0592
LN00381,INV032,2023-07-22,Capital Contribution,DEAL010,-37000.0,GBP,CALL0356
LN00382,INV032,2023-07-22,Structuring Fee,DEAL010,-1480.0,GBP,FEE0713
LN00383,INV032,2024-06-12,Capital Contribution,DEAL006,-40000.0,USD,CALL0237
LN00384,INV032,2024-06-12,Structuring Fee,DEAL006,-1600.0,USD,FEE0438
LN00385,INV032,2024-08-20,Exit Proceeds,DEAL007,111375.0,EUR,DIST0010
LN00386,INV032,2025-09-25,Capital Contribution,DEAL003,-18000.0,USD,CALL0145
LN00387,INV032,2025-09-25,Structuring Fee,DEAL003,-1200.0,USD,FEE0253
LN00388,INV033,2021-09-01,Capital Contribution,DEAL005,-45000.0,USD,CALL0222
LN00389,INV033,2021-09-01,Structuring Fee,DEAL005,-1800.0,USD,FEE0400
LN00390,INV033,2023-02-10,Capital Contribution,DEAL004,-69000.0,GBP,CALL0195
LN00391,INV033,2023-05-19,Capital Contribution,DEAL016,-114000.0,EUR,CALL0548
LN00392,INV033,2023-05-19,Structuring Fee,DEAL016,-4560.0,EUR,FEE1125
LN00393,INV033,2023-07-22,Capital Contribution,DEAL010,-57000.0,GBP,CALL0372
LN00394,INV033,2023-11-20,Capital Contribution,DEAL002,-42000.0,USD,CALL0035
LN00395,INV033,2023-11-20,Structuring Fee,DEAL002,-1680.0,USD,FEE0087
LN00396,INV033,2024-01-22,Capital Contribution,DEAL018,-31000.0,EUR,CALL0589
LN00397,INV033,2024-03-08,Capital Contribution,DEAL017,-25000.0,GBP,CALL0564
LN00398,INV033,2024-03-08,Structuring Fee,DEAL017,-500.0,GBP,FEE1169
LN00399,INV033,2024-06-12,Capital Contribution,DEAL006,-43000.0,USD,CALL0284
LN00400,INV033,2024-06-12,Structuring Fee,DEAL006,-1290.0,USD,FEE0566
LN00401,INV033,2025-09-25,Capital Contribution,DEAL003,-27600.0,USD,CALL0105
LN00402,INV033,2025-09-25,Structuring Fee,DEAL003,-1840.0,USD,FEE0202
LN00403,INV033,2026-01-15,Management Fee,DEAL002,-840.0,USD,FEE0088
LN00404,INV033,2026-01-15,Admin Fee,DEAL002,-450.0,USD,FEE0089
LN00405,INV033,2026-01-15,Management Fee,DEAL003,-920.0,USD,FEE0203
LN00406,INV033,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0204
LN00407,INV033,2026-01-15,Management Fee,DEAL004,-1035.0,GBP,FEE0334
LN00408,INV033,2026-01-15,Admin Fee,DEAL004,-450.0,USD,FEE0335
LN00409,INV033,2026-01-15,Management Fee,DEAL005,-450.0,USD,FEE0401
LN00410,INV033,2026-01-15,Admin Fee,DEAL005,-450.0,USD,FEE0402
LN00411,INV033,2026-01-15,Management Fee,DEAL016,-2850.0,EUR,FEE1126
LN00412,INV033,2026-01-15,Admin Fee,DEAL016,-450.0,USD,FEE1127
LN00413,INV034,2023-01-12,Capital Contribution,DEAL015,-34000.0,USD,CALL0530
LN00414,INV034,2023-01-12,Structuring Fee,DEAL015,-1700.0,USD,FEE1078
LN00415,INV034,2023-07-22,Capital Contribution,DEAL010,-81000.0,GBP,CALL0369
LN00416,INV034,2023-07-22,Structuring Fee,DEAL010,-3240.0,GBP,FEE0750
LN00417,INV034,2024-06-12,Capital Contribution,DEAL006,-31000.0,USD,CALL0275
LN00418,INV034,2024-06-12,Structuring Fee,DEAL006,-1240.0,USD,FEE0543
LN00419,INV034,2024-09-10,Capital Contribution,DEAL014,-11500.0,USD,CALL0452
LN00420,INV034,2024-09-10,Structuring Fee,DEAL014,-920.0,USD,FEE0953
LN00421,INV034,2025-09-25,Capital Contribution,DEAL003,-25800.0,USD,CALL0121
LN00422,INV034,2025-09-25,Structuring Fee,DEAL003,-1720.0,USD,FEE0220
LN00423,INV034,2026-01-15,Management Fee,DEAL003,-860.0,USD,FEE0221
LN00424,INV034,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0222
LN00425,INV034,2026-01-15,Management Fee,DEAL006,-620.0,USD,FEE0544
LN00426,INV034,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0545
LN00427,INV034,2026-01-15,Management Fee,DEAL015,-680.0,USD,FEE1079
LN00428,INV034,2026-01-15,Admin Fee,DEAL015,-450.0,USD,FEE1080
LN00429,INV035,2022-03-15,Capital Contribution,DEAL001,-23000.0,USD,CALL0015
LN00430,INV035,2023-01-12,Capital Contribution,DEAL015,-31000.0,USD,CALL0527
LN00431,INV035,2023-01-12,Structuring Fee,DEAL015,-1550.0,USD,FEE1070
LN00432,INV035,2023-02-10,Capital Contribution,DEAL004,-116000.0,GBP,CALL0189
LN00433,INV035,2023-02-10,Structuring Fee,DEAL004,-3480.0,GBP,FEE0317
LN00434,INV035,2023-04-14,Capital Contribution,DEAL011,-32000.0,EUR,CALL0394
LN00435,INV035,2023-04-14,Structuring Fee,DEAL011,-960.0,EUR,FEE0817
LN00436,INV035,2024-01-22,Capital Contribution,DEAL018,-54000.0,EUR,CALL0604
LN00437,INV035,2024-01-22,Structuring Fee,DEAL018,-2160.0,EUR,FEE1266
LN00438,INV035,2024-03-08,Capital Contribution,DEAL017,-36000.0,GBP,CALL0569
LN00439,INV035,2024-03-08,Structuring Fee,DEAL017,-1440.0,GBP,FEE1181
LN00440,INV036,2021-10-30,Capital Contribution,DEAL009,-61000.0,GBP,CALL0325
LN00441,INV036,2021-10-30,Structuring Fee,DEAL009,-1220.0,GBP,FEE0628
LN00442,INV036,2022-08-30,Capital Contribution,DEAL013,-80000.0,USD,CALL0425
LN00443,INV036,2022-08-30,Structuring Fee,DEAL013,-3200.0,USD,FEE0899
LN00444,INV036,2024-06-12,Capital Contribution,DEAL006,-78000.0,USD,CALL0241
LN00445,INV036,2024-06-12,Structuring Fee,DEAL006,-3120.0,USD,FEE0450
LN00446,INV036,2025-09-25,Capital Contribution,DEAL003,-15600.0,USD,CALL0081
LN00447,INV036,2025-09-25,Structuring Fee,DEAL003,-1040.0,USD,FEE0170
LN00448,INV036,2026-01-15,Management Fee,DEAL009,-1220.0,GBP,FEE0629
LN00449,INV036,2026-01-15,Admin Fee,DEAL009,-450.0,USD,FEE0630
LN00450,INV037,2021-09-01,Capital Contribution,DEAL005,-12000.0,USD,CALL0228
LN00451,INV037,2021-09-01,Structuring Fee,DEAL005,-600.0,USD,FEE0416
LN00452,INV037,2021-10-30,Capital Contribution,DEAL009,-19000.0,GBP,CALL0326
LN00453,INV037,2022-01-18,Capital Contribution,DEAL008,-22000.0,USD,CALL0309
LN00454,INV037,2022-01-18,Structuring Fee,DEAL008,-880.0,USD,FEE0602
LN00455,INV037,2023-02-10,Capital Contribution,DEAL004,-62000.0,GBP,CALL0194
LN00456,INV037,2023-02-10,Structuring Fee,DEAL004,-1860.0,GBP,FEE0331
LN00457,INV037,2024-06-12,Capital Contribution,DEAL006,-46000.0,USD,CALL0249
LN00458,INV037,2024-06-12,Structuring Fee,DEAL006,-1840.0,USD,FEE0474
LN00459,INV037,2025-09-25,Capital Contribution,DEAL003,-24600.0,USD,CALL0159
LN00460,INV037,2025-09-25,Structuring Fee,DEAL003,-820.0,USD,FEE0274
LN00461,INV037,2026-01-15,Management Fee,DEAL003,-615.0,USD,FEE0275
LN00462,INV037,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0276
LN00463,INV038,2022-12-05,Capital Contribution,DEAL020,-36000.0,USD,CALL0638
LN00464,INV038,2022-12-05,Structuring Fee,DEAL020,-1440.0,USD,FEE1359
LN00465,INV038,2023-05-19,Capital Contribution,DEAL016,-59000.0,EUR,CALL0546
LN00466,INV038,2023-05-19,Structuring Fee,DEAL016,-2360.0,EUR,FEE1119
LN00467,INV038,2024-01-22,Capital Contribution,DEAL018,-21000.0,EUR,CALL0596
LN00468,INV038,2024-01-22,Structuring Fee,DEAL018,-840.0,EUR,FEE1245
LN00469,INV038,2024-11-18,Capital Contribution,DEAL021,-21000.0,USD,CALL0654
LN00470,INV038,2024-11-18,Structuring Fee,DEAL021,-1050.0,USD,FEE1397
LN00471,INV038,2025-01-10,Secondary Sale,DEAL020,22896.0,USD,DIST0027
LN00472,INV038,2026-01-15,Management Fee,DEAL016,-1475.0,EUR,FEE1120
LN00473,INV038,2026-01-15,Admin Fee,DEAL016,-450.0,USD,FEE1121
LN00474,INV038,2026-01-15,Management Fee,DEAL018,-420.0,EUR,FEE1246
LN00475,INV038,2026-01-15,Admin Fee,DEAL018,-450.0,USD,FEE1247
LN00476,INV038,2026-01-15,Management Fee,DEAL020,-720.0,USD,FEE1360
LN00477,INV038,2026-01-15,Admin Fee,DEAL020,-450.0,USD,FEE1361
LN00478,INV039,2024-01-22,Capital Contribution,DEAL018,-119000.0,EUR,CALL0606
LN00479,INV039,2024-01-22,Structuring Fee,DEAL018,-4760.0,EUR,FEE1270
LN00480,INV039,2024-05-15,Capital Contribution,DEAL019,-103000.0,EUR,CALL0622
LN00481,INV039,2024-05-15,Structuring Fee,DEAL019,-4120.0,EUR,FEE1316
LN00482,INV039,2026-01-15,Management Fee,DEAL018,-2380.0,EUR,FEE1271
LN00483,INV039,2026-01-15,Admin Fee,DEAL018,-450.0,USD,FEE1272
LN00484,INV040,2021-09-01,Capital Contribution,DEAL005,-25000.0,USD,CALL0219
LN00485,INV040,2021-09-01,Structuring Fee,DEAL005,-1250.0,USD,FEE0393
LN00486,INV040,2021-11-05,Capital Contribution,DEAL007,-38000.0,EUR,CALL0297
LN00487,INV040,2021-11-05,Structuring Fee,DEAL007,-1900.0,EUR,FEE0590
LN00488,INV040,2022-03-15,Capital Contribution,DEAL001,-30000.0,USD,CALL0023
LN00489,INV040,2022-03-15,Structuring Fee,DEAL001,-900.0,USD,FEE0053
LN00490,INV040,2022-08-30,Capital Contribution,DEAL013,-32000.0,USD,CALL0427
LN00491,INV040,2022-08-30,Structuring Fee,DEAL013,-1280.0,USD,FEE0905
LN00492,INV040,2023-04-14,Capital Contribution,DEAL011,-67000.0,EUR,CALL0381
LN00493,INV040,2023-04-14,Structuring Fee,DEAL011,-670.0,EUR,FEE0782
LN00494,INV040,2023-05-19,Capital Contribution,DEAL016,-57000.0,EUR,CALL0557
LN00495,INV040,2023-05-19,Structuring Fee,DEAL016,-2280.0,EUR,FEE1151
LN00496,INV040,2023-10-02,Capital Contribution,DEAL012,-49000.0,AED,CALL0405
LN00497,INV040,2023-10-02,Structuring Fee,DEAL012,-1960.0,AED,FEE0848
LN00498,INV040,2024-01-22,Capital Contribution,DEAL018,-16000.0,EUR,CALL0580
LN00499,INV040,2024-01-22,Structuring Fee,DEAL018,-640.0,EUR,FEE1209
LN00500,INV040,2024-05-15,Capital Contribution,DEAL019,-44000.0,EUR,CALL0625
LN00501,INV040,2024-06-12,Capital Contribution,DEAL006,-31000.0,USD,CALL0244
LN00502,INV040,2024-06-12,Structuring Fee,DEAL006,-620.0,USD,FEE0459
LN00503,INV040,2024-08-20,Exit Proceeds,DEAL007,52250.0,EUR,DIST0008
LN00504,INV040,2024-09-10,Capital Contribution,DEAL014,-33000.0,USD,CALL0476
LN00505,INV040,2025-09-25,Capital Contribution,DEAL003,-12000.0,USD,CALL0109
LN00506,INV040,2025-09-25,Structuring Fee,DEAL003,-800.0,USD,FEE0208
LN00507,INV040,2026-01-15,Management Fee,DEAL003,-400.0,USD,FEE0209
LN00508,INV040,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0210
LN00509,INV040,2026-01-15,Management Fee,DEAL005,-500.0,USD,FEE0394
LN00510,INV040,2026-01-15,Admin Fee,DEAL005,-450.0,USD,FEE0395
LN00511,INV040,2026-01-15,Management Fee,DEAL006,-620.0,USD,FEE0460
LN00512,INV040,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0461
LN00513,INV040,2026-01-15,Management Fee,DEAL018,-320.0,EUR,FEE1210
LN00514,INV040,2026-01-15,Management Fee,DEAL019,-880.0,EUR,FEE1325
LN00515,INV040,2026-01-15,Admin Fee,DEAL019,-450.0,USD,FEE1326
LN00516,INV041,2021-10-30,Capital Contribution,DEAL009,-60000.0,GBP,CALL0327
LN00517,INV041,2021-10-30,Structuring Fee,DEAL009,-2400.0,GBP,FEE0633
LN00518,INV041,2022-03-15,Capital Contribution,DEAL001,-55000.0,USD,CALL0006
LN00519,INV041,2022-03-15,Structuring Fee,DEAL001,-2200.0,USD,FEE0015
LN00520,INV041,2023-01-12,Capital Contribution,DEAL015,-66000.0,USD,CALL0520
LN00521,INV041,2023-01-12,Structuring Fee,DEAL015,-3300.0,USD,FEE1051
LN00522,INV041,2023-02-10,Capital Contribution,DEAL004,-43000.0,GBP,CALL0210
LN00523,INV041,2023-05-19,Capital Contribution,DEAL016,-72000.0,EUR,CALL0540
LN00524,INV041,2023-05-19,Structuring Fee,DEAL016,-2160.0,EUR,FEE1106
LN00525,INV041,2023-07-22,Capital Contribution,DEAL010,-10000.0,GBP,CALL0375
LN00526,INV041,2023-07-22,Structuring Fee,DEAL010,-400.0,GBP,FEE0764
LN00527,INV041,2024-01-22,Capital Contribution,DEAL018,-20000.0,EUR,CALL0588
LN00528,INV041,2024-01-22,Structuring Fee,DEAL018,-800.0,EUR,FEE1229
LN00529,INV041,2024-03-08,Capital Contribution,DEAL017,-22000.0,GBP,CALL0567
LN00530,INV041,2024-03-08,Structuring Fee,DEAL017,-880.0,GBP,FEE1175
LN00531,INV041,2024-05-15,Capital Contribution,DEAL019,-18000.0,EUR,CALL0620
LN00532,INV041,2024-05-15,Structuring Fee,DEAL019,-720.0,EUR,FEE1311
LN00533,INV041,2024-06-12,Capital Contribution,DEAL006,-42000.0,USD,CALL0246
LN00534,INV041,2024-06-12,Structuring Fee,DEAL006,-1680.0,USD,FEE0465
LN00535,INV041,2024-09-10,Capital Contribution,DEAL014,-32000.0,USD,CALL0470
LN00536,INV041,2024-09-10,Structuring Fee,DEAL014,-1280.0,USD,FEE0977
LN00537,INV041,2025-09-25,Capital Contribution,DEAL003,-30600.0,USD,CALL0129
LN00538,INV041,2025-09-25,Structuring Fee,DEAL003,-2040.0,USD,FEE0231
LN00539,INV041,2026-01-15,Management Fee,DEAL003,-1020.0,USD,FEE0232
LN00540,INV041,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0233
LN00541,INV041,2026-01-15,Management Fee,DEAL004,-645.0,GBP,FEE0371
LN00542,INV041,2026-01-15,Management Fee,DEAL006,-840.0,USD,FEE0466
LN00543,INV041,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0467
LN00544,INV041,2026-01-15,Management Fee,DEAL009,-1200.0,GBP,FEE0634
LN00545,INV041,2026-01-15,Admin Fee,DEAL009,-450.0,USD,FEE0635
LN00546,INV041,2026-01-15,Management Fee,DEAL019,-360.0,EUR,FEE1312
LN00547,INV042,2022-03-15,Capital Contribution,DEAL001,-50000.0,USD,CALL0009
LN00548,INV042,2022-03-15,Structuring Fee,DEAL001,-2000.0,USD,FEE0021
LN00549,INV042,2023-02-10,Capital Contribution,DEAL004,-23000.0,GBP,CALL0193
LN00550,INV042,2023-02-10,Structuring Fee,DEAL004,-690.0,GBP,FEE0328
LN00551,INV042,2023-05-19,Capital Contribution,DEAL016,-39000.0,EUR,CALL0544
LN00552,INV042,2023-05-19,Structuring Fee,DEAL016,-1560.0,EUR,FEE1114
LN00553,INV042,2023-07-22,Capital Contribution,DEAL010,-47000.0,GBP,CALL0358
LN00554,INV042,2023-07-22,Structuring Fee,DEAL010,-1880.0,GBP,FEE0719
LN00555,INV042,2023-10-02,Capital Contribution,DEAL012,-25000.0,AED,CALL0406
LN00556,INV042,2023-10-02,Structuring Fee,DEAL012,-500.0,AED,FEE0850
LN00557,INV042,2024-01-22,Capital Contribution,DEAL018,-27000.0,EUR,CALL0595
LN00558,INV042,2024-01-22,Structuring Fee,DEAL018,-1080.0,EUR,FEE1242
LN00559,INV042,2024-06-12,Capital Contribution,DEAL006,-59000.0,USD,CALL0243
LN00560,INV042,2024-06-12,Structuring Fee,DEAL006,-2360.0,USD,FEE0456
LN00561,INV042,2024-09-10,Capital Contribution,DEAL014,-10000.0,USD,CALL0442
LN00562,INV042,2024-09-10,Structuring Fee,DEAL014,-600.0,USD,FEE0938
LN00563,INV042,2025-09-25,Capital Contribution,DEAL003,-9600.0,USD,CALL0147
LN00564,INV042,2025-09-25,Structuring Fee,DEAL003,-640.0,USD,FEE0256
LN00565,INV042,2026-01-15,Management Fee,DEAL001,-1000.0,USD,FEE0022
LN00566,INV042,2026-01-15,Admin Fee,DEAL001,-450.0,USD,FEE0023
LN00567,INV042,2026-01-15,Management Fee,DEAL003,-320.0,USD,FEE0257
LN00568,INV042,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0258
LN00569,INV042,2026-01-15,Management Fee,DEAL004,-345.0,GBP,FEE0329
LN00570,INV042,2026-01-15,Admin Fee,DEAL004,-450.0,USD,FEE0330
LN00571,INV042,2026-01-15,Management Fee,DEAL012,-375.0,AED,FEE0851
LN00572,INV042,2026-01-15,Admin Fee,DEAL012,-450.0,USD,FEE0852
LN00573,INV042,2026-01-15,Management Fee,DEAL016,-975.0,EUR,FEE1115
LN00574,INV043,2022-08-30,Capital Contribution,DEAL013,-35000.0,USD,CALL0428
LN00575,INV043,2022-08-30,Structuring Fee,DEAL013,-1400.0,USD,FEE0908
LN00576,INV043,2023-04-14,Capital Contribution,DEAL011,-56000.0,EUR,CALL0389
LN00577,INV043,2023-04-14,Structuring Fee,DEAL011,-1680.0,EUR,FEE0804
LN00578,INV043,2023-07-22,Capital Contribution,DEAL010,-57000.0,GBP,CALL0354
LN00579,INV043,2023-07-22,Structuring Fee,DEAL010,-2280.0,GBP,FEE0708
LN00580,INV043,2024-03-08,Capital Contribution,DEAL017,-27000.0,GBP,CALL0565
LN00581,INV043,2024-03-08,Structuring Fee,DEAL017,-1080.0,GBP,FEE1171
LN00582,INV043,2024-06-12,Capital Contribution,DEAL006,-77000.0,USD,CALL0280
LN00583,INV043,2024-06-12,Structuring Fee,DEAL006,-3080.0,USD,FEE0558
LN00584,INV043,2024-09-10,Capital Contribution,DEAL014,-5500.0,USD,CALL0490
LN00585,INV043,2024-09-10,Structuring Fee,DEAL014,-440.0,USD,FEE1002
LN00586,INV043,2025-09-25,Capital Contribution,DEAL003,-44400.0,USD,CALL0183
LN00587,INV043,2025-09-25,Structuring Fee,DEAL003,-2960.0,USD,FEE0306
LN00588,INV044,2021-10-30,Capital Contribution,DEAL009,-26000.0,GBP,CALL0333
LN00589,INV044,2021-10-30,Structuring Fee,DEAL009,-1040.0,GBP,FEE0648
LN00590,INV044,2023-01-12,Capital Contribution,DEAL015,-41000.0,USD,CALL0525
LN00591,INV044,2023-01-12,Structuring Fee,DEAL015,-2050.0,USD,FEE1065
LN00592,INV044,2023-05-19,Capital Contribution,DEAL016,-207000.0,EUR,CALL0547
LN00593,INV044,2023-05-19,Structuring Fee,DEAL016,-8280.0,EUR,FEE1122
LN00594,INV044,2026-01-15,Management Fee,DEAL015,-820.0,USD,FEE1066
LN00595,INV044,2026-01-15,Admin Fee,DEAL015,-450.0,USD,FEE1067
LN00596,INV045,2022-08-30,Capital Contribution,DEAL013,-45000.0,USD,CALL0415
LN00597,INV045,2022-08-30,Structuring Fee,DEAL013,-1800.0,USD,FEE0875
LN00598,INV045,2024-01-22,Capital Contribution,DEAL018,-22000.0,EUR,CALL0608
LN00599,INV045,2024-01-22,Structuring Fee,DEAL018,-880.0,EUR,FEE1276
LN00600,INV045,2026-01-15,Management Fee,DEAL018,-440.0,EUR,FEE1277
LN00601,INV045,2026-01-15,Admin Fee,DEAL018,-450.0,USD,FEE1278
LN00602,INV046,2023-04-14,Capital Contribution,DEAL011,-55000.0,EUR,CALL0395
LN00603,INV046,2023-04-14,Structuring Fee,DEAL011,-1650.0,EUR,FEE0820
LN00604,INV046,2024-09-10,Capital Contribution,DEAL014,-35000.0,USD,CALL0504
LN00605,INV046,2024-09-10,Structuring Fee,DEAL014,-2100.0,USD,FEE1021
LN00606,INV046,2026-01-15,Management Fee,DEAL011,-550.0,EUR,FEE0821
LN00607,INV046,2026-01-15,Admin Fee,DEAL011,-450.0,USD,FEE0822
LN00608,INV047,2023-04-14,Capital Contribution,DEAL011,-80000.0,EUR,CALL0385
LN00609,INV047,2023-04-14,Structuring Fee,DEAL011,-2400.0,EUR,FEE0793
LN00610,INV048,2021-09-01,Capital Contribution,DEAL005,-110000.0,USD,CALL0220
LN00611,INV048,2022-03-15,Capital Contribution,DEAL001,-101000.0,USD,CALL0013
LN00612,INV048,2022-08-30,Capital Contribution,DEAL013,-41000.0,USD,CALL0423
LN00613,INV048,2022-08-30,Structuring Fee,DEAL013,-1640.0,USD,FEE0894
LN00614,INV048,2023-02-10,Capital Contribution,DEAL004,-11000.0,GBP,CALL0212
LN00615,INV048,2023-02-10,Structuring Fee,DEAL004,-330.0,GBP,FEE0375
LN00616,INV048,2023-04-14,Capital Contribution,DEAL011,-63000.0,EUR,CALL0384
LN00617,INV048,2023-11-20,Capital Contribution,DEAL002,-48000.0,USD,CALL0036
LN00618,INV048,2023-11-20,Structuring Fee,DEAL002,-1920.0,USD,FEE0090
LN00619,INV048,2024-06-12,Capital Contribution,DEAL006,-47000.0,USD,CALL0248
LN00620,INV048,2024-06-12,Structuring Fee,DEAL006,-1880.0,USD,FEE0471
LN00621,INV048,2025-09-25,Capital Contribution,DEAL003,-34200.0,USD,CALL0151
LN00622,INV048,2025-09-25,Structuring Fee,DEAL003,-2280.0,USD,FEE0262
LN00623,INV048,2026-01-15,Management Fee,DEAL003,-1140.0,USD,FEE0263
LN00624,INV048,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0264
