fee_id,allocation_id,investor_id,deal_id,fee_type,period,fee_rate_pct,basis,amount,currency,due_date,status
FEE0236,ALC0092,INV055,DEAL003,Structuring Fee,2025,4.0,Commitment,1600.0,USD,2025-09-25,Paid
FEE0237,ALC0092,INV055,DEAL003,Management Fee,2026,2.0,Commitment,800.0,USD,2026-07-15,Upcoming
FEE0238,ALC0092,INV055,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0239,ALC0093,INV054,DEAL003,Structuring Fee,2025,4.0,Commitment,1120.0,USD,2025-09-25,Paid
FEE0240,ALC0093,INV054,DEAL003,Management Fee,2026,2.0,Commitment,560.0,USD,2026-05-01,Overdue
FEE0241,ALC0093,INV054,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0242,ALC0094,INV068,DEAL003,Structuring Fee,2025,4.0,Commitment,2200.0,USD,2025-09-25,Paid
FEE0243,ALC0094,INV068,DEAL003,Management Fee,2026,2.0,Commitment,1100.0,USD,2026-07-15,Upcoming
FEE0244,ALC0094,INV068,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0245,ALC0095,INV103,DEAL003,Structuring Fee,2025,4.0,Commitment,600.0,USD,2025-09-25,Paid
FEE0246,ALC0095,INV103,DEAL003,Management Fee,2026,2.0,Commitment,300.0,USD,2026-05-01,Overdue
FEE0247,ALC0095,INV103,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0248,ALC0096,INV106,DEAL003,Structuring Fee,2025,4.0,Commitment,1320.0,USD,2025-09-25,Paid
FEE0249,ALC0096,INV106,DEAL003,Management Fee,2026,2.0,Commitment,660.0,USD,2026-07-15,Upcoming
FEE0250,ALC0097,INV020,DEAL003,Structuring Fee,2025,4.0,Commitment,1080.0,USD,2025-09-25,Paid
FEE0251,ALC0097,INV020,DEAL003,Management Fee,2026,2.0,Commitment,540.0,USD,2026-01-15,Paid
FEE0252,ALC0097,INV020,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0253,ALC0098,INV032,DEAL003,Structuring Fee,2025,4.0,Commitment,1200.0,USD,2025-09-25,Paid
FEE0254,ALC0098,INV032,DEAL003,Management Fee,2026,2.0,Commitment,600.0,USD,2026-07-15,Upcoming
FEE0255,ALC0098,INV032,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0256,ALC0099,INV042,DEAL003,Structuring Fee,2025,4.0,Commitment,640.0,USD,2025-09-25,Paid
FEE0257,ALC0099,INV042,DEAL003,Management Fee,2026,2.0,Commitment,320.0,USD,2026-01-15,Paid
FEE0258,ALC0099,INV042,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0259,ALC0100,INV108,DEAL003,Structuring Fee,2025,4.0,Commitment,760.0,USD,2025-09-25,Paid
FEE0260,ALC0100,INV108,DEAL003,Management Fee,2026,2.0,Commitment,380.0,USD,2026-07-15,Upcoming
FEE0261,ALC0100,INV108,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0262,ALC0101,INV048,DEAL003,Structuring Fee,2025,4.0,Commitment,2280.0,USD,2025-09-25,Paid
FEE0263,ALC0101,INV048,DEAL003,Management Fee,2026,2.0,Commitment,1140.0,USD,2026-01-15,Paid
FEE0264,ALC0101,INV048,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0265,ALC0102,INV010,DEAL003,Structuring Fee,2025,4.0,Commitment,600.0,USD,2025-09-25,Paid
FEE0266,ALC0102,INV010,DEAL003,Management Fee,2026,1.0,Commitment,150.0,USD,2026-07-15,Upcoming
FEE0267,ALC0102,INV010,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0268,ALC0103,INV061,DEAL003,Structuring Fee,2025,4.0,Commitment,1120.0,USD,2025-09-25,Paid
FEE0269,ALC0103,INV061,DEAL003,Management Fee,2026,2.0,Commitment,560.0,USD,2026-01-15,Paid
FEE0270,ALC0103,INV061,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0271,ALC0104,INV083,DEAL003,Structuring Fee,2025,4.0,Commitment,4320.0,USD,2025-09-25,Paid
FEE0272,ALC0104,INV083,DEAL003,Management Fee,2026,2.0,Commitment,2160.0,USD,2026-07-15,Upcoming
FEE0273,ALC0104,INV083,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0274,ALC0105,INV037,DEAL003,Structuring Fee,2025,2.0,Commitment,820.0,USD,2025-09-25,Paid
FEE0275,ALC0105,INV037,DEAL003,Management Fee,2026,1.5,Commitment,615.0,USD,2026-01-15,Paid
FEE0276,ALC0105,INV037,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0277,ALC0106,INV067,DEAL003,Management Fee,2026,2.0,Commitment,1380.0,USD,2026-07-15,Upcoming
FEE0278,ALC0106,INV067,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0279,ALC0107,INV075,DEAL003,Structuring Fee,2025,4.0,Commitment,1560.0,USD,2025-09-25,Paid
FEE0280,ALC0107,INV075,DEAL003,Management Fee,2026,2.0,Commitment,780.0,USD,2026-01-15,Paid
FEE0281,ALC0107,INV075,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0282,ALC0108,INV049,DEAL003,Structuring Fee,2025,3.0,Commitment,3930.0,USD,2025-09-25,Paid
FEE0283,ALC0109,INV072,DEAL003,Structuring Fee,2025,4.0,Commitment,1360.0,USD,2025-09-25,Paid
FEE0284,ALC0109,INV072,DEAL003,Management Fee,2026,2.0,Commitment,680.0,USD,2026-07-15,Upcoming
FEE0285,ALC0109,INV072,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0286,ALC0110,INV110,DEAL003,Structuring Fee,2025,4.0,Commitment,2760.0,USD,2025-09-25,Paid
FEE0287,ALC0110,INV110,DEAL003,Management Fee,2026,2.0,Commitment,1380.0,USD,2026-01-15,Paid
FEE0288,ALC0110,INV110,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0289,ALC0111,INV079,DEAL003,Structuring Fee,2025,3.0,Commitment,6570.0,USD,2025-09-25,Paid
FEE0290,ALC0111,INV079,DEAL003,Management Fee,2026,2.0,Commitment,4380.0,USD,2026-07-15,Upcoming
FEE0291,ALC0112,INV099,DEAL003,Structuring Fee,2025,4.0,Commitment,6680.0,USD,2025-09-25,Paid
FEE0292,ALC0112,INV099,DEAL003,Management Fee,2026,2.0,Commitment,3340.0,USD,2026-01-15,Paid
FEE0293,ALC0112,INV099,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0294,ALC0113,INV074,DEAL003,Structuring Fee,2025,4.0,Commitment,1240.0,USD,2025-09-25,Paid
FEE0295,ALC0113,INV074,DEAL003,Management Fee,2026,2.0,Commitment,620.0,USD,2026-07-15,Upcoming
FEE0296,ALC0113,INV074,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0297,ALC0114,INV025,DEAL003,Structuring Fee,2025,4.0,Commitment,1720.0,USD,2025-09-25,Paid
FEE0298,ALC0114,INV025,DEAL003,Management Fee,2026,2.0,Commitment,860.0,USD,2026-01-15,Paid
FEE0299,ALC0114,INV025,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0300,ALC0115,INV051,DEAL003,Structuring Fee,2025,4.0,Commitment,2120.0,USD,2025-09-25,Paid
FEE0301,ALC0115,INV051,DEAL003,Management Fee,2026,2.0,Commitment,1060.0,USD,2026-07-15,Upcoming
FEE0302,ALC0115,INV051,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0303,ALC0116,INV057,DEAL003,Structuring Fee,2025,4.0,Commitment,1080.0,USD,2025-09-25,Paid
FEE0304,ALC0116,INV057,DEAL003,Management Fee,2026,2.0,Commitment,540.0,USD,2026-01-15,Paid
FEE0305,ALC0116,INV057,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0306,ALC0117,INV043,DEAL003,Structuring Fee,2025,4.0,Commitment,2960.0,USD,2025-09-25,Paid
FEE0307,ALC0117,INV043,DEAL003,Management Fee,2026,2.0,Commitment,1480.0,USD,2026-07-15,Upcoming
FEE0308,ALC0117,INV043,DEAL003,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0309,ALC0118,INV002,DEAL004,Structuring Fee,2023,3.0,Commitment,2130.0,GBP,2023-02-10,Paid
FEE0310,ALC0118,INV002,DEAL004,Management Fee,2026,1.5,Commitment,1065.0,GBP,2026-01-15,Paid
FEE0311,ALC0118,INV002,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0312,ALC0119,INV017,DEAL004,Structuring Fee,2023,3.0,Commitment,870.0,GBP,2023-02-10,Paid
FEE0313,ALC0119,INV017,DEAL004,Management Fee,2026,1.5,Commitment,435.0,GBP,2026-07-15,Upcoming
FEE0314,ALC0119,INV017,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0315,ALC0121,INV011,DEAL004,Management Fee,2026,1.0,Commitment,260.0,GBP,2026-07-15,Upcoming
FEE0316,ALC0121,INV011,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0317,ALC0122,INV035,DEAL004,Structuring Fee,2023,3.0,Commitment,3480.0,GBP,2023-02-10,Paid
FEE0318,ALC0122,INV035,DEAL004,Management Fee,2026,1.5,Commitment,1740.0,GBP,2026-05-01,Overdue
FEE0319,ALC0122,INV035,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0320,ALC0123,INV109,DEAL004,Structuring Fee,2023,1.0,Commitment,960.0,GBP,2023-02-10,Paid
FEE0321,ALC0123,INV109,DEAL004,Management Fee,2026,1.5,Commitment,1440.0,GBP,2026-07-15,Upcoming
FEE0322,ALC0123,INV109,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0323,ALC0124,INV066,DEAL004,Structuring Fee,2023,3.0,Commitment,1290.0,GBP,2023-02-10,Paid
FEE0324,ALC0124,INV066,DEAL004,Management Fee,2026,1.5,Commitment,645.0,GBP,2026-05-01,Overdue
FEE0325,ALC0125,INV067,DEAL004,Structuring Fee,2023,3.0,Commitment,1110.0,GBP,2023-02-10,Paid
FEE0326,ALC0125,INV067,DEAL004,Management Fee,2026,1.5,Commitment,555.0,GBP,2026-07-15,Upcoming
FEE0327,ALC0125,INV067,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0328,ALC0126,INV042,DEAL004,Structuring Fee,2023,3.0,Commitment,690.0,GBP,2023-02-10,Paid
FEE0329,ALC0126,INV042,DEAL004,Management Fee,2026,1.5,Commitment,345.0,GBP,2026-01-15,Paid
FEE0330,ALC0126,INV042,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0331,ALC0127,INV037,DEAL004,Structuring Fee,2023,3.0,Commitment,1860.0,GBP,2023-02-10,Paid
FEE0332,ALC0127,INV037,DEAL004,Management Fee,2026,1.5,Commitment,930.0,GBP,2026-07-15,Upcoming
FEE0333,ALC0127,INV037,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0334,ALC0128,INV033,DEAL004,Management Fee,2026,1.5,Commitment,1035.0,GBP,2026-01-15,Paid
FEE0335,ALC0128,INV033,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0336,ALC0129,INV087,DEAL004,Management Fee,2026,1.5,Commitment,1410.0,GBP,2026-05-01,Overdue
FEE0337,ALC0129,INV087,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0338,ALC0130,INV111,DEAL004,Structuring Fee,2023,3.0,Commitment,750.0,GBP,2023-02-10,Paid
FEE0339,ALC0130,INV111,DEAL004,Management Fee,2026,1.5,Commitment,375.0,GBP,2026-07-15,Upcoming
FEE0340,ALC0130,INV111,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0341,ALC0131,INV084,DEAL004,Structuring Fee,2023,3.0,Commitment,300.0,GBP,2023-02-10,Paid
FEE0342,ALC0131,INV084,DEAL004,Management Fee,2026,1.5,Commitment,150.0,GBP,2026-05-01,Overdue
FEE0343,ALC0131,INV084,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0344,ALC0133,INV019,DEAL004,Structuring Fee,2023,3.0,Commitment,480.0,GBP,2023-02-10,Paid
FEE0345,ALC0133,INV019,DEAL004,Management Fee,2026,1.5,Commitment,240.0,GBP,2026-07-15,Upcoming
FEE0346,ALC0134,INV052,DEAL004,Structuring Fee,2023,3.0,Commitment,1860.0,GBP,2023-02-10,Paid
FEE0347,ALC0134,INV052,DEAL004,Management Fee,2026,1.5,Commitment,930.0,GBP,2026-01-15,Paid
FEE0348,ALC0134,INV052,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0349,ALC0135,INV063,DEAL004,Structuring Fee,2023,3.0,Commitment,900.0,GBP,2023-02-10,Paid
FEE0350,ALC0135,INV063,DEAL004,Management Fee,2026,1.5,Commitment,450.0,GBP,2026-07-15,Upcoming
FEE0351,ALC0135,INV063,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0352,ALC0136,INV112,DEAL004,Structuring Fee,2023,3.0,Commitment,960.0,GBP,2023-02-10,Paid
FEE0353,ALC0136,INV112,DEAL004,Management Fee,2026,1.5,Commitment,480.0,GBP,2026-01-15,Paid
FEE0354,ALC0136,INV112,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0355,ALC0137,INV090,DEAL004,Structuring Fee,2023,2.0,Commitment,1100.0,GBP,2023-02-10,Paid
FEE0356,ALC0137,INV090,DEAL004,Management Fee,2026,0.5,Commitment,275.0,GBP,2026-07-15,Upcoming
FEE0357,ALC0137,INV090,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0358,ALC0138,INV076,DEAL004,Structuring Fee,2023,3.0,Commitment,1590.0,GBP,2023-02-10,Paid
FEE0359,ALC0138,INV076,DEAL004,Management Fee,2026,1.5,Commitment,795.0,GBP,2026-01-15,Paid
FEE0360,ALC0138,INV076,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0361,ALC0139,INV085,DEAL004,Structuring Fee,2023,3.0,Commitment,870.0,GBP,2023-02-10,Paid
FEE0362,ALC0139,INV085,DEAL004,Management Fee,2026,1.5,Commitment,435.0,GBP,2026-07-15,Upcoming
FEE0363,ALC0140,INV103,DEAL004,Structuring Fee,2023,3.0,Commitment,690.0,GBP,2023-02-10,Paid
FEE0364,ALC0140,INV103,DEAL004,Management Fee,2026,1.5,Commitment,345.0,GBP,2026-01-15,Paid
FEE0365,ALC0140,INV103,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0366,ALC0141,INV060,DEAL004,Structuring Fee,2023,3.0,Commitment,540.0,GBP,2023-02-10,Paid
FEE0367,ALC0141,INV060,DEAL004,Management Fee,2026,1.5,Commitment,270.0,GBP,2026-07-15,Upcoming
FEE0368,ALC0141,INV060,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0369,ALC0142,INV008,DEAL004,Structuring Fee,2023,3.0,Commitment,2010.0,GBP,2023-02-10,Paid
FEE0370,ALC0142,INV008,DEAL004,Management Fee,2026,1.0,Commitment,670.0,GBP,2026-01-15,Paid
FEE0371,ALC0143,INV041,DEAL004,Management Fee,2026,1.5,Commitment,645.0,GBP,2026-01-15,Paid
FEE0372,ALC0144,INV081,DEAL004,Structuring Fee,2023,3.0,Commitment,2340.0,GBP,2023-02-10,Paid
FEE0373,ALC0144,INV081,DEAL004,Management Fee,2026,1.5,Commitment,1170.0,GBP,2026-07-15,Upcoming
FEE0374,ALC0144,INV081,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0375,ALC0145,INV048,DEAL004,Structuring Fee,2023,3.0,Commitment,330.0,GBP,2023-02-10,Paid
FEE0376,ALC0145,INV048,DEAL004,Management Fee,2026,1.5,Commitment,165.0,GBP,2026-01-15,Paid
FEE0377,ALC0145,INV048,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0378,ALC0146,INV072,DEAL004,Structuring Fee,2023,3.0,Commitment,1260.0,GBP,2023-02-10,Paid
FEE0379,ALC0146,INV072,DEAL004,Management Fee,2026,1.5,Commitment,630.0,GBP,2026-07-15,Upcoming
FEE0380,ALC0146,INV072,DEAL004,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0381,ALC0147,INV020,DEAL005,Structuring Fee,2021,5.0,Commitment,1950.0,USD,2021-09-01,Paid
FEE0382,ALC0147,INV020,DEAL005,Management Fee,2026,2.0,Commitment,780.0,USD,2026-01-15,Paid
FEE0383,ALC0148,INV005,DEAL005,Structuring Fee,2021,5.0,Commitment,2550.0,USD,2021-09-01,Paid
FEE0384,ALC0148,INV005,DEAL005,Management Fee,2026,2.0,Commitment,1020.0,USD,2026-05-01,Overdue
FEE0385,ALC0148,INV005,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0386,ALC0149,INV010,DEAL005,Structuring Fee,2021,5.0,Commitment,2950.0,USD,2021-09-01,Paid
FEE0387,ALC0149,INV010,DEAL005,Management Fee,2026,2.0,Commitment,1180.0,USD,2026-07-15,Upcoming
FEE0388,ALC0149,INV010,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0389,ALC0150,INV089,DEAL005,Structuring Fee,2021,5.0,Commitment,1250.0,USD,2021-09-01,Paid
FEE0390,ALC0150,INV089,DEAL005,Management Fee,2026,2.0,Commitment,500.0,USD,2026-05-01,Overdue
FEE0391,ALC0150,INV089,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0392,ALC0151,INV014,DEAL005,Management Fee,2026,1.0,Commitment,210.0,USD,2026-07-15,Upcoming
FEE0393,ALC0152,INV040,DEAL005,Structuring Fee,2021,5.0,Commitment,1250.0,USD,2021-09-01,Paid
FEE0394,ALC0152,INV040,DEAL005,Management Fee,2026,2.0,Commitment,500.0,USD,2026-01-15,Paid
FEE0395,ALC0152,INV040,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0396,ALC0153,INV048,DEAL005,Management Fee,2026,1.5,Commitment,1650.0,USD,2026-05-01,Overdue
FEE0397,ALC0153,INV048,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0398,ALC0154,INV106,DEAL005,Structuring Fee,2021,5.0,Commitment,1600.0,USD,2021-09-01,Paid
FEE0399,ALC0154,INV106,DEAL005,Management Fee,2026,1.0,Commitment,320.0,USD,2026-07-15,Upcoming
FEE0400,ALC0155,INV033,DEAL005,Structuring Fee,2021,4.0,Commitment,1800.0,USD,2021-09-01,Paid
FEE0401,ALC0155,INV033,DEAL005,Management Fee,2026,1.0,Commitment,450.0,USD,2026-01-15,Paid
FEE0402,ALC0155,INV033,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0403,ALC0156,INV003,DEAL005,Structuring Fee,2021,3.0,Commitment,2100.0,USD,2021-09-01,Paid
FEE0404,ALC0156,INV003,DEAL005,Management Fee,2026,1.0,Commitment,700.0,USD,2026-07-15,Upcoming
FEE0405,ALC0157,INV085,DEAL005,Structuring Fee,2021,5.0,Commitment,1750.0,USD,2021-09-01,Paid
FEE0406,ALC0157,INV085,DEAL005,Management Fee,2026,1.0,Commitment,350.0,USD,2026-01-15,Paid
FEE0407,ALC0158,INV028,DEAL005,Structuring Fee,2021,5.0,Commitment,2300.0,USD,2021-09-01,Paid
FEE0408,ALC0158,INV028,DEAL005,Management Fee,2026,1.5,Commitment,690.0,USD,2026-05-01,Overdue
FEE0409,ALC0158,INV028,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0410,ALC0159,INV109,DEAL005,Structuring Fee,2021,3.0,Commitment,3030.0,USD,2021-09-01,Paid
FEE0411,ALC0159,INV109,DEAL005,Management Fee,2026,2.0,Commitment,2020.0,USD,2026-07-15,Upcoming
FEE0412,ALC0159,INV109,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0413,ALC0160,INV088,DEAL005,Structuring Fee,2021,5.0,Commitment,650.0,USD,2021-09-01,Paid
FEE0414,ALC0160,INV088,DEAL005,Management Fee,2026,2.0,Commitment,260.0,USD,2026-05-01,Overdue
FEE0415,ALC0160,INV088,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0416,ALC0161,INV037,DEAL005,Structuring Fee,2021,5.0,Commitment,600.0,USD,2021-09-01,Paid
FEE0417,ALC0161,INV037,DEAL005,Management Fee,2026,2.0,Commitment,240.0,USD,2026-07-15,Upcoming
FEE0418,ALC0161,INV037,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0419,ALC0162,INV087,DEAL005,Structuring Fee,2021,5.0,Commitment,1850.0,USD,2021-09-01,Paid
FEE0420,ALC0162,INV087,DEAL005,Management Fee,2026,2.0,Commitment,740.0,USD,2026-05-01,Overdue
FEE0421,ALC0162,INV087,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0422,ALC0163,INV074,DEAL005,Structuring Fee,2021,5.0,Commitment,2200.0,USD,2021-09-01,Paid
FEE0423,ALC0163,INV074,DEAL005,Management Fee,2026,2.0,Commitment,880.0,USD,2026-07-15,Upcoming
FEE0424,ALC0163,INV074,DEAL005,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0425,ALC0164,INV079,DEAL005,Structuring Fee,2021,5.0,Commitment,1750.0,USD,2021-09-01,Paid
FEE0426,ALC0164,INV079,DEAL005,Management Fee,2026,2.0,Commitment,700.0,USD,2026-05-01,Overdue
FEE0427,ALC0165,INV003,DEAL006,Structuring Fee,2024,4.0,Commitment,33000.0,USD,2024-06-12,Paid
FEE0428,ALC0165,INV003,DEAL006,Management Fee,2026,2.0,Commitment,16500.0,USD,2026-07-15,Upcoming
FEE0429,ALC0165,INV003,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0430,ALC0166,INV006,DEAL006,Structuring Fee,2024,4.0,Commitment,37000.0,USD,2024-06-12,Paid
FEE0431,ALC0166,INV006,DEAL006,Management Fee,2026,2.0,Commitment,18500.0,USD,2026-01-15,Paid
FEE0432,ALC0167,INV012,DEAL006,Structuring Fee,2024,4.0,Commitment,2440.0,USD,2024-06-12,Paid
FEE0433,ALC0167,INV012,DEAL006,Management Fee,2026,2.0,Commitment,1220.0,USD,2026-07-15,Upcoming
FEE0434,ALC0167,INV012,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0435,ALC0168,INV001,DEAL006,Management Fee,2026,1.0,Commitment,1370.0,USD,2026-07-15,Upcoming
FEE0436,ALC0169,INV050,DEAL006,Structuring Fee,2024,3.0,Commitment,3060.0,USD,2024-06-12,Paid
FEE0437,ALC0169,INV050,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0438,ALC0170,INV032,DEAL006,Structuring Fee,2024,4.0,Commitment,1600.0,USD,2024-06-12,Paid
FEE0439,ALC0170,INV032,DEAL006,Management Fee,2026,2.0,Commitment,800.0,USD,2026-07-15,Upcoming
FEE0440,ALC0170,INV032,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0441,ALC0171,INV010,DEAL006,Structuring Fee,2024,4.0,Commitment,1400.0,USD,2024-06-12,Paid
FEE0442,ALC0171,INV010,DEAL006,Management Fee,2026,2.0,Commitment,700.0,USD,2026-01-15,Paid
FEE0443,ALC0171,INV010,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0444,ALC0172,INV090,DEAL006,Structuring Fee,2024,4.0,Commitment,1600.0,USD,2024-06-12,Paid
FEE0445,ALC0172,INV090,DEAL006,Management Fee,2026,2.0,Commitment,800.0,USD,2026-07-15,Upcoming
FEE0446,ALC0172,INV090,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0447,ALC0173,INV009,DEAL006,Structuring Fee,2024,4.0,Commitment,1080.0,USD,2024-06-12,Paid
FEE0448,ALC0173,INV009,DEAL006,Management Fee,2026,2.0,Commitment,540.0,USD,2026-01-15,Paid
FEE0449,ALC0173,INV009,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0450,ALC0174,INV036,DEAL006,Structuring Fee,2024,4.0,Commitment,3120.0,USD,2024-06-12,Paid
FEE0451,ALC0174,INV036,DEAL006,Management Fee,2026,2.0,Commitment,1560.0,USD,2026-07-15,Upcoming
FEE0452,ALC0174,INV036,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0453,ALC0175,INV031,DEAL006,Structuring Fee,2024,4.0,Commitment,1320.0,USD,2024-06-12,Paid
FEE0454,ALC0175,INV031,DEAL006,Management Fee,2026,2.0,Commitment,660.0,USD,2026-01-15,Paid
FEE0455,ALC0175,INV031,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0456,ALC0176,INV042,DEAL006,Structuring Fee,2024,4.0,Commitment,2360.0,USD,2024-06-12,Paid
FEE0457,ALC0176,INV042,DEAL006,Management Fee,2026,2.0,Commitment,1180.0,USD,2026-07-15,Upcoming
FEE0458,ALC0176,INV042,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0459,ALC0177,INV040,DEAL006,Structuring Fee,2024,2.0,Commitment,620.0,USD,2024-06-12,Paid
FEE0460,ALC0177,INV040,DEAL006,Management Fee,2026,2.0,Commitment,620.0,USD,2026-01-15,Paid
FEE0461,ALC0177,INV040,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0462,ALC0178,INV059,DEAL006,Structuring Fee,2024,4.0,Commitment,1360.0,USD,2024-06-12,Paid
FEE0463,ALC0178,INV059,DEAL006,Management Fee,2026,2.0,Commitment,680.0,USD,2026-07-15,Upcoming
FEE0464,ALC0178,INV059,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0465,ALC0179,INV041,DEAL006,Structuring Fee,2024,4.0,Commitment,1680.0,USD,2024-06-12,Paid
FEE0466,ALC0179,INV041,DEAL006,Management Fee,2026,2.0,Commitment,840.0,USD,2026-01-15,Paid
FEE0467,ALC0179,INV041,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0468,ALC0180,INV085,DEAL006,Structuring Fee,2024,4.0,Commitment,2040.0,USD,2024-06-12,Paid
FEE0469,ALC0180,INV085,DEAL006,Management Fee,2026,2.0,Commitment,1020.0,USD,2026-07-15,Upcoming
FEE0470,ALC0180,INV085,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0471,ALC0181,INV048,DEAL006,Structuring Fee,2024,4.0,Commitment,1880.0,USD,2024-06-12,Paid
